id,twin,dlhrwage,deduc1,deduc2,dten,dmarried,duncov,age,white,male,hrwage1,educ,sibling_educ,hrwage2,lnhrwage,dlnhrwage,deduc
137,2,,5,3,.334,0,0,27.94798,1,0,5.395161,18,13,,,,-5
138,1,-.4215259,5,2,-9,0,-1,32.44627,1,1,10.67,15,20,7,2.367436,.4215261,-5
138,2,-.4215259,5,2,-9,0,-1,32.44627,1,1,10.67,20,15,7,1.94591,.4215261,-5
139,1,.4054651,-1,-1,2.981,0,0,22.47228,1,0,5,16,15,7.5,1.609438,-.4054651,1
139,2,.4054651,-1,-1,2.981,0,0,22.47228,1,0,5,15,16,7.5,2.014903,-.4054651,1
140,1,-.5108256,-2,-2,-19,0,0,40.35866,1,0,12.5,14,12,7.5,2.525729,.5108256,2
140,2,-.5108256,-2,-2,-19,0,0,40.35866,1,0,12.5,12,14,7.5,2.014903,.5108256,2
141,1,1.366492,2,3,1,0,0,43.30458,1,0,8.5,16,18,33.33333,2.140066,-1.366492,-2
141,2,1.366492,2,3,1,0,0,43.30458,1,0,8.5,18,16,33.33333,3.506558,-1.366492,-2
142,1,.4654478,0,0,0,0,0,50.54894,1,0,5.5,12,12,8.76,1.704748,-.4654478,0
142,2,.4654478,0,0,0,0,0,50.54894,1,0,5.5,12,12,8.76,2.170196,-.4654478,0
143,1,.4620354,1,-1,3.75,1,0,44.21903,1,0,7,12,13,11.11111,1.94591,-.4620355,-1
143,2,.4620354,1,-1,3.75,1,0,44.21903,1,0,7,13,12,11.11111,2.407946,-.4620355,-1
144,1,.7015154,4,4,-1,0,-1,27.23066,1,1,11.9,12,16,24,2.476538,-.7015154,-4
144,2,.7015154,4,4,-1,0,-1,27.23066,1,1,11.9,16,12,24,3.178054,-.7015154,-4
145,1,.5469306,0,0,15,0,0,36.36414,1,1,6.8,12,12,11.75,1.916923,-.5469307,0
145,2,.5469306,0,0,15,0,0,36.36414,1,1,6.8,12,12,11.75,2.463853,-.5469307,0
146,1,.6931472,0,-2,.667,0,0,36.48186,1,0,5,12,12,10,1.609438,-.6931472,0
146,2,.6931472,0,-2,.667,0,0,36.48186,1,0,5,12,12,10,2.302585,-.6931472,0
147,1,.248463,0,0,-2.583,0,0,25.17728,1,1,7.5,16,16,9.6154,2.014903,-.2484629,0
147,2,.248463,0,0,-2.583,0,0,25.17728,1,1,7.5,16,16,9.6154,2.263366,-.2484629,0
148,1,,0,0,23,0,0,60.97194,1,0,6,12,12,,1.791759,,0
148,2,,0,0,23,0,0,60.97194,1,0,6,12,12,,,,0
149,1,.1823216,-2,-2,22.458,0,0,64.13963,1,1,15,18,16,18,2.70805,-.1823215,2
149,2,.1823216,-2,-2,22.458,0,0,64.13963,1,1,15,16,18,18,2.890372,-.1823215,2
150,1,,-1,1,-21,1,1,64.45996,0,0,,12,11,,,,1
150,2,,-1,1,-21,1,1,64.45996,0,0,,11,12,,,,1
151,1,,0,1,13.5,1,0,61.33607,1,0,3,12,12,,1.098612,,0
151,2,,0,1,13.5,1,0,61.33607,1,0,3,12,12,,,,0
152,1,.1335314,0,1,1,-1,0,28.15332,1,0,8.75,15,15,10,2.169054,-.1335313,0
152,2,.1335314,0,1,1,-1,0,28.15332,1,0,8.75,15,15,10,2.302585,-.1335313,0
153,1,.5198755,0,0,2.5,0,-1,50.05065,1,0,6.875,12,12,11.5625,1.927892,-.5198754,0
153,2,.5198755,0,0,2.5,0,-1,50.05065,1,0,6.875,12,12,11.5625,2.447767,-.5198754,0
154,1,.049122,0,0,0,0,0,25.94114,1,0,15.64107,12,12,16.42857,2.7499,-.0491221,0
154,2,.049122,0,0,0,0,0,25.94114,1,0,15.64107,12,12,16.42857,2.799022,-.0491221,0
155,1,.6190392,-7,7,-7,0,-1,31.20876,1,0,7,15,8,13,1.94591,-.6190392,7
155,2,.6190392,-7,7,-7,0,-1,31.20876,0,0,7,8,15,13,2.564949,-.6190392,7
156,1,.2876821,2,2,-2.5,-1,0,26.92676,1,1,10,14,16,13.33333,2.302585,-.2876821,-2
156,2,.2876821,2,2,-2.5,-1,0,26.92676,1,1,10,16,14,13.33333,2.590267,-.2876821,-2
157,1,1.321756,1,1,0,0,0,25.54141,1,0,1.666667,12,13,6.25,.5108256,-1.321756,-1
157,2,1.321756,1,1,0,0,0,25.54141,1,0,1.666667,13,12,6.25,1.832582,-1.321756,-1
158,1,,0,0,0,0,0,52.55031,1,0,5.952381,12,12,,1.783791,,0
158,2,,0,0,0,0,0,52.55031,1,0,5.952381,12,12,,,,0
159,1,0,0,0,4.5,-1,0,40.87337,0,1,20,12,12,20,2.995732,0,0
159,2,0,0,0,4.5,-1,0,40.87337,0,1,20,12,12,20,2.995732,0,0
160,1,,1,0,-2,0,0,33.2512,1,0,,12,13,9.6,,,-1
160,2,,1,0,-2,0,0,33.2512,1,0,,13,12,9.6,2.261763,,-1
161,1,-.0571584,0,0,-2.993,0,0,48.24915,1,0,4.5,12,12,4.25,1.504077,.0571585,0
161,2,-.0571584,0,0,-2.993,0,0,48.24915,1,0,4.5,12,12,4.25,1.446919,.0571585,0
162,1,-.7323679,-1,-1,-7.5,-1,0,37.28131,1,0,10.4,13,12,5,2.341806,.7323678,1
162,2,-.7323679,-1,-1,-7.5,-1,0,37.28131,1,0,10.4,12,13,5,1.609438,.7323678,1
163,1,,-1,0,13,0,-1,70.60096,1,1,6.868095,13,12,,1.926887,,1
163,2,,-1,0,13,0,-1,70.60096,1,1,6.868095,12,13,,,,1
164,1,-.3227734,0,0,-3.5,0,0,29.05407,1,1,14.5,13,13,10.5,2.674149,.3227732,0
164,2,-.3227734,0,0,-3.5,0,0,29.05407,1,1,14.5,13,13,10.5,2.351375,.3227732,0
165,1,-.8946515,-4,-4,2.5,-1,1,30.22587,1,0,13.33333,16,12,5.45,2.590267,.8946517,4
165,2,-.8946515,-4,-4,2.5,-1,1,30.22587,1,0,13.33333,12,16,5.45,1.695616,.8946517,4
166,1,,1,0,3,0,0,52.98563,1,1,,12,13,14.28571,,,-1
166,2,,1,0,3,0,0,52.98563,1,1,,13,12,14.28571,2.65926,,-1
167,1,-.6159576,-1,0,-6,0,-1,37.3744,1,1,18,13,12,9.722222,2.890372,.6159575,1
167,2,-.6159576,-1,0,-6,0,-1,37.3744,1,1,18,12,13,9.722222,2.274414,.6159575,1
168,1,.2876821,-1,0,1.75,0,0,21.92745,1,0,5,13,12,6.666667,1.609438,-.2876821,1
168,2,.2876821,-1,0,1.75,0,0,21.92745,1,0,5,12,13,6.666667,1.89712,-.2876821,1
169,1,.3437715,0,0,.038,0,0,23.96988,1,0,7.5,16,16,10.57692,2.014903,-.3437715,0
169,2,.3437715,0,0,.038,0,0,23.96988,1,0,7.5,16,16,10.57692,2.358675,-.3437715,0
170,1,.284451,0,0,2,0,0,36.37235,1,1,7.75,18,18,10.3,2.047693,-.2844512,0
170,2,.284451,0,0,2,0,0,36.37235,1,1,7.75,18,18,10.3,2.332144,-.2844512,0
171,1,,0,0,0,0,0,22.2998,1,0,20,12,12,,2.995732,,0
171,2,,0,0,0,0,0,22.2998,1,0,20,12,12,,,,0
172,1,.0229275,0,0,1.5,1,0,36.94456,1,0,14.66,16,16,15,2.685123,-.0229275,0
172,2,.0229275,0,0,1.5,1,0,36.94456,1,0,14.66,16,16,15,2.70805,-.0229275,0
173,1,.5182606,4,3,14.67,1,0,43.20055,1,0,6.7,10,14,11.25,1.902107,-.5182607,-4
173,2,.5182606,4,3,14.67,1,0,43.20055,1,0,6.7,14,10,11.25,2.420368,-.5182607,-4
174,1,0,0,0,-.083,0,0,18.78166,1,0,4.25,13,13,4.25,1.446919,0,0
174,2,0,0,0,-.083,0,0,18.78166,1,0,4.25,13,13,4.25,1.446919,0,0
175,1,.3101549,2,2,1,0,0,36.62149,1,0,10,12,14,13.63636,2.302585,-.3101549,-2
175,2,.3101549,2,2,1,0,0,36.62149,1,0,10,14,12,13.63636,2.61274,-.3101549,-2
176,1,.3722506,2,2,-4,1,0,45.61259,1,0,15.3845,12,14,22.32286,2.733361,-.3722506,-2
176,2,.3722506,2,2,-4,1,0,45.61259,1,0,15.3845,14,12,22.32286,3.105611,-.3722506,-2
177,1,.0930117,0,0,3.5,1,0,29.39083,1,0,4.100323,12,12,4.5,1.411066,-.0930117,0
177,2,.0930117,0,0,3.5,1,0,29.39083,1,0,4.100323,12,12,4.5,1.504077,-.0930117,0
178,1,-.0870169,-1,-1,2,1,0,38.77071,1,0,23.077,14,13,21.1538,3.138836,.0870168,1
178,2,-.0870169,-1,-1,2,1,0,38.77071,1,0,23.077,13,14,21.1538,3.05182,.0870168,1
179,1,.1099049,0,0,-7,-1,0,45.5551,1,0,18.46154,12,12,20.60625,2.915689,-.109905,0
179,2,.1099049,0,0,-7,-1,0,45.5551,1,0,18.46154,12,12,20.60625,3.025594,-.109905,0
180,1,,0,0,-.5,0,0,26.37646,1,1,19.65,16,16,,2.978077,,0
180,2,,0,0,-.5,0,0,26.37646,1,1,19.65,16,16,,,,0
181,1,.8503327,2,2,2,0,0,40.31211,1,0,2.35,12,14,5.5,.8544153,-.8503327,-2
181,2,.8503327,2,2,2,0,0,40.31211,1,0,2.35,14,12,5.5,1.704748,-.8503327,-2
182,1,-.7295148,-2,-2,-2,0,0,28.41342,1,0,15.55556,16,14,7.5,2.744418,.7295148,2
182,2,-.7295148,-2,-2,-2,0,0,28.41342,1,0,15.55556,14,16,7.5,2.014903,.7295148,2
183,1,-.5007753,0,-2,3,0,0,28.41342,1,0,14.85,16,16,9,2.698,.5007753,0
183,2,-.5007753,0,-2,3,0,0,28.41342,1,0,14.85,16,16,9,2.197225,.5007753,0
